Age,Membership_Years,Login_Frequency,Session_Duration_Avg,Pages_Per_Session,Cart_Abandonment_Rate,Wishlist_Items,Total_Purchases,Average_Order_Value,Days_Since_Last_Purchase,Discount_Usage_Rate,Returns_Rate,Email_Open_Rate,Customer_Service_Calls,Product_Reviews_Written,Social_Media_Engagement_Score,Mobile_App_Usage,Payment_Method_Diversity,Lifetime_Value,Credit_Balance,Churned,Gender_Male,Gender_Other,Country_Canada,Country_France,Country_Germany,Country_India,Country_Japan,Country_UK,Country_USA,Signup_Quarter_Q2,Signup_Quarter_Q3,Signup_Quarter_Q4
52.0,1.4,27.0,53.0,17.3,20.8,12.0,24.0,107.72,6.0,70.7,3.5,61.1,0.0,9.0,68.2,42.7,1.0,2979.25,4073.0,0,True,False,True,False,False,False,False,False,False,False,False,False
53.0,5.0,9.0,28.3,6.7,44.3,3.0,14.0,127.07,13.0,88.2,8.8,9.6,5.0,3.0,24.4,19.8,1.0,2005.67,1046.0,0,False,False,False,False,False,False,False,False,False,False,False,False
27.0,1.4,26.0,32.9,16.3,43.2,5.0,15.0,95.97,17.0,44.1,6.8,39.2,3.0,3.0,60.6,20.6,3.0,1297.45,1411.0,0,True,False,False,False,False,False,False,False,False,False,True,False
52.0,0.8,19.0,44.7,12.4,52.9,10.0,19.0,68.78,15.0,52.8,10.7,23.5,2.0,8.0,54.9,24.2,2.0,1247.63,4346.0,0,False,False,True,False,False,False,False,False,False,False,False,False
49.0,1.8,0.0,18.1,8.2,66.3,3.0,9.0,82.78,69.0,80.1,1.2,5.0,4.0,1.0,19.3,10.1,2.0,646.08,960.0,1,True,False,False,False,False,False,False,True,False,False,False,False
29.0,5.6,9.0,16.3,8.4,64.9,3.0,13.0,161.92,36.0,70.55999999999999,6.9,29.5,8.0,1.0,12.0,22.2,1.0,1653.57,2264.0,0,False,False,False,False,False,False,False,False,True,False,False,True
39.0,2.5,8.0,25.7,9.9,63.3,3.0,7.0,154.39,35.0,54.8,3.6,9.7,6.0,3.0,0.0,7.8,3.0,946.06,70.0,0,True,False,True,False,False,False,False,False,False,False,False,False
24.0,0.9,8.0,25.1,5.9,58.6,3.0,8.0,95.78,13.0,32.6,3.7,11.6,6.0,1.0,5.7,13.0,3.0,652.49,2624.0,0,False,False,False,False,False,False,False,True,False,False,True,False
44.0,1.4,7.0,29.2,9.7,49.6,3.0,11.0,163.22,0.0,11.7,0.4,22.3,2.0,4.0,31.6,24.2,3.0,1573.41,681.0,0,False,False,False,False,False,False,False,False,True,False,False,False
23.0,5.5,12.0,40.1,10.4,32.0,9.0,14.0,85.34,4.0,73.3,14.9,18.6,2.0,3.0,56.6,27.6,2.0,993.72,2647.0,0,False,False,False,False,True,False,False,False,False,False,True,False
39.0,2.7,5.0,13.4,2.8,94.6,2.0,5.0,122.72,1.0,18.9,8.2,11.6,10.0,1.0,0.3,15.8,4.0,654.39,1238.0,1,True,False,False,False,False,False,False,False,True,True,False,False
35.0,3.8,10.0,17.8,7.6,74.6,2.0,9.0,174.54,8.0,46.2,17.1,3.5,6.0,1.0,34.3,11.5,2.0,1720.0,608.0,1,False,False,False,False,False,False,False,False,True,False,False,False
26.0,1.1,5.0,10.7,3.5,84.7,1.0,2.0,83.46,1.0,58.6,7.4,0.0,6.0,0.0,17.3,1.8,2.0,152.81,779.0,1,True,False,False,False,False,False,False,False,True,False,False,False
44.0,1.6,4.0,13.6,3.9,71.2,3.0,5.0,123.6,40.0,36.0,13.1,20.6,8.0,0.0,37.3,18.2,1.0,672.96,394.0,1,True,False,False,False,False,False,False,False,True,False,False,False
52.0,2.3,7.0,24.1,14.6,46.6,5.0,11.0,91.3,23.0,25.7,7.3,37.2,5.0,5.0,37.2,15.3,5.0,1136.26,1489.0,0,False,False,False,False,False,False,False,True,False,False,False,False
24.0,0.9,5.0,24.7,6.9,84.0,4.0,20.0,154.97,1.0,19.0,8.6,5.4,10.0,2.0,25.3,13.2,1.0,2587.54,0.0,1,False,False,True,False,False,False,False,False,False,False,True,False
18.0,1.5,11.0,23.9,8.7,70.4,3.0,7.0,159.5,13.0,10.5,1.8,21.6,6.0,1.0,25.0,22.0,2.0,950.57,546.0,1,True,False,False,False,False,False,False,True,False,True,False,False
40.0,10.0,11.0,24.1,10.6,55.5,6.0,9.0,176.07,32.0,10.8,2.4,9.7,3.0,1.0,34.0,24.7,1.0,1401.04,1995.0,0,True,False,False,False,False,False,False,False,True,False,True,False
40.0,1.9,7.0,13.1,6.3,74.8,2.0,7.0,119.69,21.0,41.1,3.8,6.6,5.0,3.0,30.3,8.5,1.0,923.03,448.0,0,False,False,False,False,False,True,False,False,False,False,True,False
50.0,3.3,15.0,24.5,8.2,50.7,5.0,13.0,138.28,14.0,42.959999999999994,0.6,15.4,4.0,4.0,22.8,8.6,3.0,1127.37,2217.0,0,False,False,False,False,False,False,False,False,False,False,False,True
49.0,0.8,9.0,28.8,8.2,67.3,5.0,7.0,135.8,19.0,62.8,1.8,16.4,5.0,5.0,0.0,23.8,3.0,1066.71,4457.0,0,True,False,True,False,False,False,False,False,False,True,False,False
35.0,4.1,34.0,55.4,19.4,6.1,12.0,24.0,62.53,22.0,71.0,1.5,56.7,2.0,7.0,100.0,47.3,3.0,1787.07,4879.0,0,True,False,False,False,False,False,False,False,False,False,True,False
32.0,1.6,4.0,33.0,10.7,73.1,3.0,10.0,96.79,6.0,76.3,0.9,10.2,8.0,5.0,25.4,23.9,2.0,1011.67,2750.0,0,False,False,False,False,False,True,False,False,False,False,False,False
40.0,2.3,15.0,44.7,12.0,50.2,10.0,20.8,181.78,4.0,38.04,5.4,38.4,6.0,5.0,11.1,36.6,1.0,2687.11,2513.0,1,True,False,False,False,True,False,False,False,False,False,False,True
47.0,2.5,9.0,18.9,5.4,66.3,1.0,15.0,132.88,61.0,44.0,3.4,19.7,7.0,2.0,12.5,15.2,2.0,1757.38,0.0,0,False,False,False,False,False,False,False,True,False,True,False,False
32.0,1.8,4.0,25.7,6.7,84.5,6.0,13.0,46.84,20.0,34.8,12.7,28.7,10.0,3.0,20.8,12.3,1.0,689.27,1901.0,0,False,False,False,False,False,False,False,True,False,False,True,False
57.0,2.5,38.0,58.5,21.2,17.3,10.0,29.0,104.75,22.0,45.0,2.3,70.5,2.0,7.0,96.0,45.7,2.0,2835.98,3066.0,0,True,False,False,False,False,True,False,False,False,False,True,False
28.0,8.2,0.0,12.0,2.2,57.4,1.0,2.6,101.44,0.0,41.52,1.9,9.1,7.0,1.0,18.5,7.5,3.0,184.47,935.0,0,True,False,False,False,False,False,False,False,True,False,False,True
50.0,2.8,4.0,20.3,5.9,63.9,2.0,8.0,176.68,2.0,57.3,2.0,15.4,13.0,2.0,0.0,11.2,1.0,1484.59,1184.0,0,False,False,False,True,False,False,False,False,False,False,False,False
37.0,5.3,9.0,24.6,5.9,50.8,7.0,10.0,49.44,13.0,36.0,4.5,19.7,5.0,3.0,20.5,23.3,3.0,486.56,1013.0,0,True,False,True,False,False,False,False,False,False,False,True,False
46.0,1.3,13.0,39.9,7.6,50.8,9.0,14.0,156.92,19.0,71.9,2.0,9.3,5.0,1.0,41.4,21.3,2.0,2479.39,505.0,0,True,False,False,False,False,False,False,True,False,False,False,False
31.0,0.1,12.0,23.2,10.3,64.5,2.0,10.0,61.89,128.0,26.0,6.6,21.4,5.0,3.0,8.3,13.9,5.0,657.93,3015.0,1,False,False,False,False,True,False,False,False,False,False,True,False
18.0,2.7,13.0,29.0,7.1,80.1,3.0,13.0,111.1,34.0,71.16,2.8,21.9,10.0,3.0,28.9,13.1,2.0,981.16,1140.0,0,False,False,False,False,False,False,False,False,True,False,False,True
28.0,3.5,25.0,46.4,18.1,27.6,10.0,24.7,83.57,1.0,53.76,12.0,41.0,3.0,3.0,67.4,36.0,3.0,1732.23,3798.0,0,True,False,True,False,False,False,False,False,False,False,False,True
31.0,0.1,19.0,27.4,11.4,57.2,2.0,16.900000000000002,150.48,16.0,31.2,3.2,27.9,5.0,4.0,15.0,15.0,4.0,1593.03,2106.0,0,True,False,False,False,False,False,False,False,True,False,False,True
42.0,4.8,20.0,43.9,11.3,48.9,6.0,13.0,107.94,67.0,42.9,0.7,8.0,2.0,7.0,66.2,31.9,1.0,1456.53,988.0,0,False,False,False,False,False,False,False,False,True,False,True,False
47.0,0.1,0.0,17.2,7.7,71.5,1.0,7.0,183.12,32.0,57.4,11.9,22.5,14.0,2.0,0.0,14.0,2.0,1190.49,428.0,1,True,False,False,False,False,False,False,True,False,False,False,False
22.0,4.3,17.0,39.0,12.1,21.3,8.0,27.3,150.96,113.0,46.440000000000005,3.4,38.0,1.0,9.0,36.8,28.4,3.0,3642.26,3396.0,1,False,False,True,False,False,False,False,False,False,False,False,True
49.0,1.1,13.0,23.1,4.7,71.9,4.0,6.0,84.73,15.0,39.6,19.4,13.3,6.0,0.0,43.9,7.4,1.0,466.75,859.0,0,False,False,False,False,True,False,False,False,False,False,True,False
35.0,2.6,0.0,21.2,2.9,75.3,2.0,3.9,66.64,11.0,64.8,10.8,15.3,10.0,1.0,0.0,14.3,2.0,193.35,1683.0,1,False,False,False,False,False,False,False,False,True,False,False,True
34.0,6.3,16.0,24.5,7.6,68.8,5.0,8.0,137.61,93.0,56.0,4.1,7.3,7.0,2.0,18.9,20.9,2.0,1247.63,2014.0,0,False,False,False,True,False,False,False,False,False,False,False,False
40.0,4.2,12.0,27.0,9.4,54.7,1.0,22.0,171.85,4.0,59.7,10.5,25.7,5.0,1.0,44.4,22.5,2.0,4354.17,422.0,0,True,False,False,False,False,False,False,True,False,False,False,False
31.0,4.1,11.0,22.2,8.8,70.6,3.0,7.0,97.67,16.0,29.1,19.8,0.0,6.0,2.0,40.3,18.8,2.0,734.46,2335.0,1,False,False,False,False,False,True,False,False,False,False,True,False
26.0,1.9,13.0,26.8,11.0,54.7,2.0,16.900000000000002,268.19,31.0,32.04,5.3,39.2,1.0,1.0,23.1,11.7,3.0,4078.87,1711.0,0,True,False,False,False,False,False,False,False,True,False,False,True
30.0,1.5,9.0,24.0,7.0,49.1,7.0,10.0,154.4,97.0,11.3,2.4,19.0,2.0,1.0,46.3,8.5,3.0,1829.22,2458.0,0,False,False,False,False,False,False,False,False,False,True,False,False
32.0,8.1,15.0,38.5,11.8,38.9,4.0,19.0,152.77,3.0,42.1,6.5,23.0,8.0,1.0,52.0,27.4,2.0,3282.69,2447.0,1,True,False,False,False,False,False,False,True,False,True,False,False
30.0,0.6,6.0,26.7,2.3,60.4,3.0,6.0,135.31,33.0,38.2,3.1,33.5,11.0,6.0,12.2,7.6,3.0,823.29,2779.0,0,False,True,False,False,False,False,False,False,True,False,False,False
63.0,6.5,10.0,26.3,12.1,61.3,7.0,14.0,156.45,177.0,75.0,1.3,12.7,5.0,4.0,24.2,24.7,2.0,1840.79,798.0,0,False,True,False,False,False,False,False,False,False,False,False,False
25.0,2.2,10.0,24.8,6.1,65.9,4.0,12.0,106.91,32.0,13.5,1.1,24.5,9.0,3.0,26.8,19.6,3.0,1306.08,2489.0,0,False,False,False,False,False,True,False,False,False,False,False,False
45.0,4.3,3.0,16.0,4.1,82.6,2.0,6.0,184.93,3.0,39.9,9.9,5.2,4.0,1.0,0.0,16.0,5.0,1177.85,2020.0,0,True,False,False,False,False,False,False,False,True,True,False,False
35.0,2.8,21.0,27.3,7.5,73.3,9.0,11.0,184.09,18.0,19.7,6.6,5.2,12.0,2.0,42.6,11.5,2.0,2396.98,1117.0,1,False,False,False,False,False,False,False,False,True,True,False,False
41.0,0.9,11.0,22.9,9.2,47.1,4.0,14.0,95.71,189.0,25.0,9.7,20.6,7.0,5.0,39.4,26.6,2.0,1449.95,2814.0,0,False,False,False,False,False,False,False,False,True,True,False,False
19.0,5.1,17.0,25.6,9.1,29.3,4.0,12.0,95.65,6.0,61.3,10.7,14.0,3.0,5.0,36.7,24.5,1.0,1173.46,2327.0,1,True,False,False,False,False,False,True,False,False,False,True,False
32.0,3.4,9.0,36.0,3.5,68.7,4.0,20.8,95.39,72.0,75.72,4.2,11.7,3.0,4.0,32.1,27.9,3.0,1634.62,3092.0,0,False,True,False,False,False,False,False,False,False,False,False,True
24.0,0.8,12.0,36.1,11.9,50.8,8.0,15.0,86.61,33.0,23.6,0.6,37.1,5.0,6.0,29.1,28.0,3.0,1259.94,3567.0,1,False,False,False,False,False,False,False,False,True,True,False,False
38.0,1.1,6.0,19.6,6.9,58.7,3.0,9.0,85.3,37.0,10.7,10.8,9.0,10.0,0.0,18.6,20.5,2.0,690.29,1820.0,0,True,False,False,False,False,False,False,False,True,True,False,False
41.0,4.7,14.0,29.9,8.5,57.2,4.0,18.0,97.5,21.0,33.0,3.5,37.1,8.0,3.0,27.7,20.3,1.0,1700.15,1443.0,0,False,False,True,False,False,False,False,False,False,False,True,False
53.0,3.3,0.0,35.4,10.1,71.4,4.0,20.8,93.62,7.0,30.6,4.4,11.1,1.0,4.0,37.8,26.0,3.0,1256.46,0.0,0,True,False,False,False,False,False,False,True,False,False,False,True
44.0,2.2,21.0,51.5,20.8,32.2,15.0,24.0,54.9,4.0,41.3,6.1,35.7,5.0,11.0,100.0,39.2,3.0,1306.67,3337.0,0,False,False,False,False,False,False,False,False,True,False,True,False
18.0,0.8,12.0,25.6,9.7,50.5,3.0,7.0,81.11,5.0,17.5,5.8,37.0,5.0,1.0,34.4,18.4,1.0,473.62,2138.0,1,False,False,False,False,False,False,False,True,False,False,False,False
41.0,1.8,19.0,40.7,13.7,40.6,9.0,16.0,183.61,4.0,28.6,9.1,25.8,2.0,4.0,44.0,33.3,2.0,3377.67,4440.0,0,False,False,False,False,False,False,False,False,True,True,False,False
26.0,2.1,24.0,45.1,13.4,33.1,9.0,17.0,37.67,17.0,54.6,9.6,25.9,3.0,3.0,58.8,38.1,5.0,529.33,4074.0,1,True,False,False,False,False,False,False,False,True,False,True,False
46.0,1.6,28.0,53.0,21.1,40.0,10.0,23.0,129.2,68.0,44.5,7.1,52.9,3.0,4.0,60.7,44.0,1.0,2558.9,4531.0,0,False,False,False,False,False,False,False,False,True,True,False,False
24.0,1.5,25.0,26.6,9.1,44.8,8.0,11.0,95.21,20.0,26.1,8.7,13.8,7.0,5.0,53.0,22.7,2.0,1110.42,1273.0,1,True,False,False,True,False,False,False,False,False,False,False,False
38.0,3.0,13.0,28.6,9.7,58.8,9.0,14.3,97.18,70.0,30.24,5.4,33.2,6.0,1.0,38.1,13.6,3.0,926.8,2152.0,1,True,False,False,False,False,False,False,False,True,False,False,True
44.0,2.3,14.0,26.9,12.3,63.3,2.0,11.0,51.66,28.0,56.6,9.6,15.8,11.0,3.0,31.6,12.7,4.0,611.08,1975.0,0,True,False,True,False,False,False,False,False,False,True,False,False
46.0,1.9,1.0,20.2,8.5,60.4,3.0,9.0,149.85,8.0,23.5,3.5,21.6,3.0,3.0,16.6,11.2,2.0,1120.59,863.0,0,True,False,False,True,False,False,False,False,False,False,True,False
18.0,5.6,8.0,11.6,1.0,60.0,3.0,7.800000000000001,170.19,23.0,50.64,14.8,8.1,11.0,2.0,0.0,16.3,1.0,888.0,1345.0,1,True,False,False,False,False,False,True,False,False,False,False,True
59.0,1.0,20.0,44.9,13.3,52.8,8.0,27.3,123.94,7.0,60.84,14.9,40.0,4.0,6.0,76.9,29.8,3.0,2943.86,4496.0,0,False,False,False,False,False,False,False,True,False,False,False,True
38.0,3.7,4.0,27.2,8.2,64.1,2.0,8.0,91.11,18.0,24.6,9.8,28.7,2.0,1.0,16.6,20.3,2.0,786.07,1144.0,0,True,False,False,False,False,False,False,True,False,False,True,False
39.0,3.4,13.0,38.7,14.9,35.8,7.0,19.5,92.16,42.0,17.52,3.0,19.7,8.0,2.0,49.2,27.9,1.0,1217.39,3065.0,0,True,False,False,False,False,False,False,False,True,False,False,True
44.0,4.1,1.0,26.1,11.5,50.2,7.0,15.0,84.29,26.0,70.9,3.9,12.7,4.0,2.0,27.4,15.0,4.0,1045.1,909.0,0,True,False,False,False,False,False,False,False,True,True,False,False
33.0,4.2,3.0,27.4,9.9,68.5,1.0,19.5,46.72,44.0,91.32,5.7,14.8,10.0,0.0,20.0,8.5,1.0,738.65,1285.0,0,False,False,False,False,False,False,True,False,False,False,False,True
18.0,4.3,8.0,20.5,4.8,75.4,3.0,20.0,213.33,26.0,9.4,11.6,8.2,16.0,2.0,18.7,18.0,3.0,5050.16,2161.0,1,False,False,False,False,False,False,False,False,True,True,False,False
34.0,1.6,24.0,38.3,6.3,41.9,7.0,12.0,149.06,19.0,51.9,2.4,11.6,3.0,3.0,43.9,30.7,1.0,1978.14,1132.0,0,True,False,True,False,False,False,False,False,False,False,False,False
46.0,2.5,12.0,43.8,13.9,42.9,3.0,18.2,139.0,15.0,23.639999999999997,12.7,49.2,7.0,6.0,55.4,31.6,1.0,1774.08,2789.0,0,False,False,False,False,False,False,False,False,True,False,False,True
41.0,2.3,0.0,20.8,5.3,73.1,1.0,3.0,194.23,6.0,11.1,2.5,21.1,10.0,1.0,4.4,3.4,4.0,475.06,1368.0,0,False,True,True,False,False,False,False,False,False,False,True,False
31.0,2.0,13.0,27.9,9.3,51.0,2.0,10.0,50.22,204.0,65.8,3.9,18.2,3.0,7.0,4.9,18.9,1.0,595.89,933.0,1,False,False,True,False,False,False,False,False,False,False,True,False
43.0,7.2,0.0,11.1,4.1,71.1,0.0,0.0,78.67,2.0,23.4,4.0,25.5,9.0,0.0,0.0,11.6,2.0,0.0,2770.0,0,False,False,False,False,False,False,False,False,True,False,True,False
37.0,4.3,6.0,24.7,5.7,62.0,1.0,19.0,114.11,23.0,78.6,10.2,13.8,8.0,2.0,10.6,26.5,4.0,2529.93,1397.0,1,False,False,False,False,False,False,False,False,False,False,False,False
22.0,6.3,1.0,14.7,3.2,78.6,0.0,11.0,109.52,22.0,28.7,7.8,21.1,7.0,1.0,4.0,1.0,2.0,1254.05,0.0,1,True,False,False,False,False,False,False,True,False,False,True,False
43.0,4.0,8.0,20.7,4.1,87.8,2.0,14.0,110.78,36.0,28.7,8.0,10.4,9.0,1.0,0.0,2.9,1.0,1789.27,0.0,1,False,False,False,False,False,False,False,False,True,False,True,False
49.0,5.0,3.0,7.3,2.1,64.3,1.0,5.2,107.01,30.0,40.92,2.4,0.0,10.0,0.0,27.8,8.0,1.0,430.2,249.0,0,False,False,False,False,False,False,False,False,False,False,False,True
32.0,6.2,11.0,30.6,9.5,49.4,4.0,18.2,52.31,1.0,83.28,2.6,20.3,8.0,4.0,18.1,19.9,1.0,728.38,2247.0,0,True,False,False,False,False,False,False,True,False,False,False,True
40.0,1.9,18.0,36.3,13.4,42.5,4.0,26.0,71.13,2.0,73.92,0.7,42.4,4.0,3.0,46.2,35.9,2.0,1431.11,1852.0,0,True,False,False,False,False,True,False,False,False,False,False,True
30.0,1.3,9.0,27.2,6.8,64.5,7.0,14.0,165.68,12.0,60.0,1.3,19.2,3.0,2.0,38.1,13.5,1.0,2050.52,834.0,0,True,False,False,False,False,False,False,False,True,False,True,False
24.0,2.5,6.0,19.7,4.9,71.0,1.0,9.1,175.03,91.0,75.0,15.6,3.9,4.0,1.0,3.2,11.3,3.0,1165.02,1503.0,1,True,False,False,True,False,False,False,False,False,False,False,True
41.0,6.3,23.0,39.0,13.5,43.6,4.0,20.0,121.5,48.0,46.4,8.0,21.3,2.0,5.0,53.9,31.5,2.0,2524.73,2853.0,0,False,False,False,True,False,False,False,False,False,False,False,False
37.0,2.4,0.0,11.6,4.4,91.5,0.0,3.0,196.38,1.0,13.2,7.3,8.9,10.0,0.0,0.0,11.5,2.0,651.53,0.0,1,True,False,False,False,False,False,False,True,False,True,False,False
38.0,2.6,11.0,29.6,6.0,72.5,4.0,15.6,80.31,7.0,37.92,0.6,7.0,1.0,3.0,13.4,19.0,1.0,809.32,843.0,0,False,False,False,False,False,False,False,False,False,False,False,True
35.0,2.0,6.0,27.1,7.4,38.8,0.0,12.0,122.84,60.0,44.5,4.5,0.0,4.0,1.0,30.4,17.0,1.0,1558.32,2663.0,0,True,False,False,True,False,False,False,False,False,False,True,False
31.0,3.1,0.0,16.2,3.9,82.8,4.0,9.1,113.43,65.0,12.0,3.6,0.0,6.0,0.0,8.8,10.3,2.0,930.72,331.0,0,True,False,False,False,False,True,False,False,False,False,False,True
70.0,2.6,18.0,30.9,14.2,42.0,5.0,13.0,126.32,53.0,49.3,8.8,56.0,8.0,3.0,9.6,13.8,3.0,1346.45,767.0,0,True,False,False,False,False,False,False,True,False,False,True,False
42.0,4.9,17.0,30.9,10.1,60.2,7.0,15.6,109.07,29.0,53.52,3.8,39.6,6.0,3.0,47.8,16.6,2.0,1510.63,2840.0,0,True,False,False,False,True,False,False,False,False,False,False,True
22.0,1.6,37.0,47.9,15.5,29.1,23.0,32.0,52.67,50.0,60.4,2.7,44.7,5.0,4.0,70.5,30.1,3.0,1554.07,3568.0,0,False,False,False,False,False,False,False,False,True,True,False,False
35.0,1.4,15.0,30.2,9.2,44.6,5.0,13.0,105.93,37.0,26.3,6.4,28.9,3.0,6.0,46.0,24.8,2.0,1124.74,1921.0,0,False,False,False,False,False,False,False,True,False,False,False,False
29.0,1.8,0.0,20.9,3.4,65.5,0.0,9.1,83.48,0.0,13.56,10.9,3.2,6.0,2.0,17.0,10.5,1.0,700.65,2956.0,0,True,False,False,False,True,False,False,False,False,False,False,True
41.0,2.0,13.0,18.5,10.5,51.1,3.0,22.1,353.05,16.0,83.28,6.4,12.8,8.0,4.0,32.6,16.6,5.0,6769.38,2548.0,1,True,False,False,False,False,True,False,False,False,False,False,True
30.0,2.6,25.0,35.7,7.9,56.3,9.0,16.0,142.62,26.0,79.7,10.7,49.2,7.0,3.0,48.8,27.7,2.0,2281.85,2090.0,1,False,False,False,False,False,False,False,False,False,False,False,False
34.0,0.7,28.0,38.9,12.4,44.5,4.0,20.8,158.63,22.0,30.36,1.7,25.2,6.0,1.0,39.9,16.5,2.0,2660.32,1536.0,1,False,False,False,False,False,False,False,True,False,False,False,True
49.0,2.4,22.0,29.3,11.3,59.5,6.0,12.0,113.38,12.0,33.0,3.8,32.1,3.0,5.0,43.2,14.1,5.0,1552.39,3276.0,0,True,False,False,True,False,False,False,False,False,True,False,False
24.0,1.5,5.0,39.5,13.9,50.1,9.0,16.0,96.57,3.0,59.0,15.3,13.0,2.0,9.0,52.0,24.9,1.0,1816.62,2640.0,0,False,False,False,False,False,False,False,False,False,True,False,False
50.0,2.8,1.0,3.7,4.2,88.1,1.0,1.0,168.36,17.0,28.7,4.6,3.7,13.0,1.0,0.0,11.5,2.0,172.33,1694.0,1,True,False,False,False,False,False,False,False,False,False,True,False
52.0,6.2,6.0,22.4,8.3,46.1,3.0,13.0,129.14,75.0,80.39999999999999,1.5,16.1,4.0,1.0,8.0,19.4,2.0,1390.77,2526.0,0,True,False,False,False,False,False,False,False,True,False,False,True
26.0,4.9,23.0,24.2,4.1,66.9,7.0,13.0,92.2,37.0,54.9,0.4,6.3,7.0,2.0,47.1,12.7,3.0,1184.63,3457.0,0,False,False,False,False,False,False,False,False,True,False,True,False
41.0,2.4,9.0,33.1,7.9,55.0,3.0,11.0,98.71,15.0,13.4,0.8,14.6,3.0,4.0,11.4,29.9,5.0,943.46,1681.0,0,False,False,False,False,False,False,False,False,False,False,True,False
42.0,10.0,9.0,28.5,7.7,39.9,3.0,8.0,107.81,12.0,29.3,5.0,31.9,5.0,3.0,9.3,17.1,4.0,734.29,1105.0,0,True,False,False,False,False,False,False,True,False,False,False,False
38.0,0.7,20.0,30.9,13.8,51.4,7.0,13.0,159.78,1.0,45.12,0.9,24.1,7.0,2.0,33.9,18.6,1.0,1451.26,456.0,0,True,False,False,False,True,False,False,False,False,False,False,True
48.0,2.1,18.0,28.9,8.9,39.3,4.0,15.6,166.34,48.0,54.0,3.8,27.3,2.0,5.0,50.7,22.1,1.0,2304.02,1063.0,0,True,False,False,False,False,False,False,False,True,False,False,True
18.0,5.7,12.0,26.2,9.6,32.4,6.0,15.0,102.17,9.0,34.3,2.7,16.1,6.0,4.0,26.3,19.5,3.0,1444.31,1659.0,0,False,False,False,False,False,False,False,False,False,True,False,False
22.0,6.4,24.0,40.6,14.0,44.8,6.0,29.9,198.94,74.0,20.76,9.2,23.9,4.0,3.0,61.5,27.5,1.0,4633.63,4308.0,1,True,False,False,True,False,False,False,False,False,False,False,True
40.0,2.3,20.0,38.6,11.3,55.1,5.0,26.0,140.7,10.0,66.47999999999999,17.1,15.9,4.0,4.0,38.6,21.5,1.0,3239.75,3290.0,0,False,False,False,False,False,False,False,False,True,False,False,True
41.0,2.3,13.0,12.2,1.0,69.1,3.0,9.1,125.58,44.0,33.36,6.6,0.0,5.0,2.0,31.2,18.4,4.0,761.83,88.0,1,True,False,False,False,False,False,False,False,False,False,False,True
37.0,5.5,16.0,31.1,8.5,48.7,8.0,8.0,89.42,24.0,42.6,1.7,22.9,9.0,3.0,8.9,18.5,2.0,674.33,1645.0,0,False,False,False,False,False,False,False,False,False,True,False,False
32.0,5.9,3.0,20.0,3.2,81.8,0.0,5.2,162.88,49.0,74.16,2.1,5.6,5.0,1.0,18.3,12.9,1.0,694.75,307.0,1,True,False,True,False,False,False,False,False,False,False,False,True
28.0,6.6,7.0,16.6,2.1,61.9,3.0,10.0,143.02,9.0,59.6,2.8,32.3,5.0,2.0,0.0,13.1,5.0,1399.43,462.0,0,False,False,False,False,False,False,False,False,False,False,False,False
39.0,7.6,2.0,16.2,5.7,68.3,1.0,6.0,79.41,1.0,26.3,7.2,6.1,11.0,3.0,33.0,12.7,4.0,558.2,2519.0,0,False,False,False,False,False,False,False,False,True,False,True,False
40.0,2.2,10.0,16.4,7.3,51.3,1.0,10.0,87.71,5.0,56.8,11.0,24.8,10.0,2.0,18.7,22.2,4.0,1012.93,3235.0,0,False,False,False,False,False,False,False,False,True,False,True,False
44.0,4.8,0.0,26.8,7.7,70.0,1.0,9.0,121.48,32.0,63.7,3.6,19.4,8.0,2.0,37.6,12.3,2.0,1099.33,1628.0,0,True,False,False,False,False,False,True,False,False,False,False,False
35.0,4.5,21.0,38.3,11.6,39.0,11.0,22.1,146.79,36.0,45.6,2.5,22.5,2.0,5.0,25.0,31.9,2.0,2375.51,2151.0,0,False,False,False,False,True,False,False,False,False,False,False,True
56.0,7.6,9.0,26.9,11.9,64.2,5.0,18.0,127.79,27.0,65.5,8.2,16.8,8.0,0.0,33.7,16.0,2.0,1920.22,1894.0,1,True,False,False,True,False,False,False,False,False,False,False,False
35.0,9.6,2.0,11.8,1.0,100.0,1.0,5.2,146.7,94.0,5.88,4.5,13.4,8.0,0.0,24.4,9.7,2.0,528.42,1247.0,1,True,False,False,False,False,False,False,False,True,False,False,True
32.0,3.2,10.0,29.9,11.1,59.9,5.0,11.0,136.39,76.0,53.5,1.8,16.8,7.0,4.0,34.1,15.0,2.0,1365.32,4354.0,0,True,False,False,False,False,False,False,False,True,False,True,False
37.0,3.3,7.0,24.3,6.7,80.0,3.0,19.5,69.59,23.0,49.68,0.9,7.5,5.0,4.0,0.0,20.3,3.0,871.19,0.0,0,True,False,True,False,False,False,False,False,False,False,False,True
42.0,5.2,15.0,24.5,7.3,68.8,7.0,9.0,85.98,48.0,62.5,5.2,28.4,5.0,1.0,28.7,11.7,2.0,775.66,2701.0,0,False,False,False,False,False,False,False,False,True,False,True,False
69.0,5.4,26.0,31.4,10.5,50.4,7.0,15.0,89.02,18.0,38.8,3.8,37.3,3.0,5.0,47.4,31.2,2.0,1128.08,4691.0,0,False,False,False,False,False,False,False,True,False,True,False,False
43.0,2.7,10.0,36.3,8.1,62.6,6.0,21.0,151.72,17.0,30.8,7.9,28.7,7.0,1.0,21.4,21.7,3.0,3605.44,3060.0,1,False,False,True,False,False,False,False,False,False,True,False,False
